Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:02:06.574,114206.2,0.08,BTCUSDT
2025-09-30 00:02:06.781,114206.1,0.01,BTCUSDT
2025-09-30 00:02:07.183,114206.2,0.051,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.002,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.009,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.003,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.087,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.002,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.057,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.003,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,0.001,BTCUSDT
2025-09-30 00:02:07.321,114206.1,1.142,BTCUSDT
2025-09-30 00:02:07.525,114206.1,0.049,BTCUSDT
2025-09-30 00:02:07.525,114206.1,0.032,BTCUSDT
2025-09-30 00:02:07.639,114206.2,0.012,BTCUSDT
2025-09-30 00:02:08.214,114206.1,0.001,BTCUSDT
2025-09-30 00:02:08.245,114206.2,0.014,BTCUSDT
2025-09-30 00:02:08.252,114206.2,0.008,BTCUSDT
2025-09-30 00:02:08.433,114206.2,0.001,BTCUSDT
2025-09-30 00:02:08.458,114206.1,0.005,BTCUSDT
2025-09-30 00:02:08.587,114206.2,0.022,BTCUSDT
2025-09-30 00:02:08.640,114206.2,0.001,BTCUSDT
2025-09-30 00:02:08.786,114206.2,0.029,BTCUSDT
2025-09-30 00:02:08.790,114206.2,0.017,BTCUSDT
2025-09-30 00:02:08.839,114206.1,0.001,BTCUSDT
2025-09-30 00:02:08.887,114206.1,0.048,BTCUSDT
2025-09-30 00:02:08.887,114206.1,0.043,BTCUSDT
2025-09-30 00:02:08.943,114206.2,0.047,BTCUSDT
2025-09-30 00:02:08.991,114206.2,0.001,BTCUSDT
2025-09-30 00:02:09.046,114206.2,0.033,BTCUSDT
2025-09-30 00:02:09.146,114206.2,0.017,BTCUSDT
2025-09-30 00:02:09.479,114206.2,0.002,BTCUSDT
2025-09-30 00:02:09.518,114206.1,0.039,BTCUSDT
2025-09-30 00:02:09.518,114206.1,0.01,BTCUSDT
2025-09-30 00:02:09.518,114206.1,0.002,BTCUSDT
2025-09-30 00:02:09.518,114206.1,0.054,BTCUSDT
2025-09-30 00:02:09.542,114206.2,0.021,BTCUSDT
2025-09-30 00:02:09.546,114206.1,0.125,BTCUSDT
2025-09-30 00:02:09.588,114206.2,0.001,BTCUSDT
2025-09-30 00:02:10.207,114206.2,0.003,BTCUSDT
